Ano,DTCC,Distrito,Concelho,Num_IncendiosRurais,AreaArdPov_NoConcelho,AreaArdMato_NoConcelho,AreaArdAgric_NoConcelho,AreaArdTotal_NoConcelho,AreaArdPov_IncendioInicioConc,AreaArdMato_IncendioInicioConc,AreaArdAgric_IncendioInicioConc,AreaArdTotal_IncendioInicioConc,NIncRur_0_1ha,NIncRur_1_10ha,NIncRur_10_20ha,NIncRur_20_50ha,NIncRur_50_100ha,NIncRur_100_500ha,NIncRur_500_1000ha,NIncRur_1000_n_ha,NInc_Natural,NInc_Negligente,NInc_Intencionais,NInc_Reacendimentos,NInc_Desconhecida,NInc_NaoInvestigados,Ninc_Sup24h
2019,1418,SANTARÉM,TOMAR,89,424.7,348.7,97.8,871.2,,,,,80,5,1,1,0,1,1,0,0,37,49,2,1,0,2
2019,1419,SANTARÉM,TORRES NOVAS,34,0.8,6.2,4.8,11.8,,,,,29,5,0,0,0,0,0,0,0,13,8,0,13,0,0
2019,1420,SANTARÉM,VILA NOVA DA BARQUINHA,3,0.0,0.0,0.2,0.2,,,,,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2019,1421,SANTARÉM,OURÉM,63,35.5,109.5,9.2,154.2,,,,,61,1,0,0,1,0,0,0,0,26,35,0,2,0,0
2019,1501,SETÚBAL,ALCÁCER DO SAL,30,8.9,1.0,9.3,19.2,,,,,25,5,0,0,0,0,0,0,0,12,1,0,17,0,0
2019,1502,SETÚBAL,ALCOCHETE,13,0.0,0.8,2.3,3.2,,,,,13,0,0,0,0,0,0,0,0,4,0,0,9,0,0
2019,1503,SETÚBAL,ALMADA,27,1.4,18.1,6.4,25.9,,,,,25,1,0,1,0,0,0,0,1,2,0,0,9,15,0
2019,1504,SETÚBAL,BARREIRO,8,2.0,0.1,0.4,2.5,,,,,7,1,0,0,0,0,0,0,0,2,0,0,6,0,0
2019,1505,SETÚBAL,GRÂNDOLA,24,71.2,4.2,28.3,103.7,,,,,15,8,0,0,1,0,0,0,0,13,0,0,11,0,0
2019,1506,SETÚBAL,MOITA,26,0.0,1.7,7.6,9.4,,,,,24,2,0,0,0,0,0,0,0,4,0,0,22,0,0
2019,1507,SETÚBAL,MONTIJO,34,0.1,12.8,12.9,25.8,,,,,28,6,0,0,0,0,0,0,0,7,0,1,24,2,0
2019,1508,SETÚBAL,PALMELA,96,23.5,8.7,54.1,86.3,,,,,80,14,1,1,0,0,0,0,1,19,0,0,53,23,0
2019,1509,SETÚBAL,SANTIAGO DO CACÉM,41,48.6,6.0,37.4,92.1,,,,,32,7,0,2,0,0,0,0,0,18,0,0,23,0,0
2019,1510,SETÚBAL,SEIXAL,33,0.1,5.9,0.2,6.2,,,,,31,2,0,0,0,0,0,0,0,4,0,0,20,9,0
2019,1511,SETÚBAL,SESIMBRA,33,2.8,5.0,0.8,8.6,,,,,31,2,0,0,0,0,0,0,0,8,3,0,22,0,0
2019,1512,SETÚBAL,SETÚBAL,22,1.9,11.2,4.3,17.4,,,,,18,4,0,0,0,0,0,0,0,10,0,0,12,0,0
2019,1513,SETÚBAL,SINES,11,0.4,8.7,5.8,14.9,,,,,9,2,0,0,0,0,0,0,0,6,0,2,3,0,0
2019,1601,VIANA DO CASTELO,ARCOS DE VALDEVEZ,111,250.2,371.0,0.3,621.5,,,,,77,19,4,7,2,2,0,0,0,47,37,27,0,0,0
2019,1602,VIANA DO CASTELO,CAMINHA,29,15.1,7.7,0.8,23.7,,,,,25,3,1,0,0,0,0,0,0,9,17,3,0,0,0
2019,1603,VIANA DO CASTELO,MELGAÇO,12,16.4,18.0,0.0,34.4,,,,,9,2,0,1,0,0,0,0,0,7,1,4,0,0,0
2019,1604,VIANA DO CASTELO,MONÇÃO,34,31.8,37.7,0.0,69.4,,,,,28,4,0,2,0,0,0,0,0,23,8,2,1,0,0
2019,1605,VIANA DO CASTELO,PAREDES DE COURA,35,23.1,193.9,0.1,217.1,,,,,22,11,1,1,0,0,0,0,1,10,21,3,0,0,0
2019,1606,VIANA DO CASTELO,PONTE DA BARCA,81,36.5,83.9,0.0,120.3,,,,,65,12,2,2,0,0,0,0,0,26,33,22,0,0,0
2019,1607,VIANA DO CASTELO,PONTE DE LIMA,120,46.2,31.8,0.1,78.1,,,,,106,11,3,0,0,0,0,0,0,38,27,21,34,0,0
2019,1608,VIANA DO CASTELO,VALENÇA,39,209.0,514.6,0.1,723.7,,,,,29,4,1,3,1,0,1,0,0,23,8,8,0,0,1
2019,1609,VIANA DO CASTELO,VIANA DO CASTELO,84,21.8,87.4,2.4,111.5,,,,,75,6,2,0,1,0,0,0,0,49,12,23,0,0,0
2019,1610,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,11,7.0,0.4,0.0,7.5,,,,,10,1,0,0,0,0,0,0,0,6,4,0,1,0,0
2019,1701,VILA REAL,ALIJÓ,21,312.5,345.4,62.0,719.9,,,,,16,2,1,0,0,1,1,0,0,4,13,0,0,4,1
2019,1702,VILA REAL,BOTICAS,35,54.3,56.1,1.7,112.1,,,,,28,6,0,0,1,0,0,0,0,32,2,1,0,0,0
2019,1703,VILA REAL,CHAVES,66,59.0,94.3,24.0,177.3,,,,,49,15,1,1,0,0,0,0,0,41,19,3,2,1,0
2019,1704,VILA REAL,MESÃO FRIO,3,0.0,0.0,0.0,0.0,,,,,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2019,1705,VILA REAL,MONDIM DE BASTO,26,42.7,24.6,1.1,68.4,,,,,16,8,1,1,0,0,0,0,4,10,10,2,0,0,0
2019,1706,VILA REAL,MONTALEGRE,168,184.0,567.7,21.7,773.4,,,,,118,29,9,8,4,0,0,0,0,148,12,8,0,0,0
2019,1707,VILA REAL,MURÇA,20,1.5,2.5,0.0,4.0,,,,,19,1,0,0,0,0,0,0,0,8,7,0,5,0,0
2019,1708,VILA REAL,PESO DA RÉGUA,14,8.3,281.4,6.4,296.1,,,,,9,2,1,0,0,2,0,0,0,8,2,1,1,2,0
2019,1709,VILA REAL,RIBEIRA DE PENA,40,20.6,65.5,0.0,86.0,,,,,28,8,3,1,0,0,0,0,4,24,7,2,2,1,0
2019,1710,VILA REAL,SABROSA,12,2.3,0.5,1.2,3.9,,,,,11,1,0,0,0,0,0,0,0,3,7,0,2,0,0
2019,1711,VILA REAL,SANTA MARTA DE PENAGUIÃO,11,0.6,2.8,0.0,3.5,,,,,10,1,0,0,0,0,0,0,0,8,1,0,1,1,0
2019,1712,VILA REAL,VALPAÇOS,69,389.1,202.8,160.3,752.2,,,,,46,20,2,0,0,0,1,0,2,36,25,0,5,1,1
2019,1713,VILA REAL,VILA POUCA DE AGUIAR,53,13.3,61.4,0.0,74.7,,,,,36,15,2,0,0,0,0,0,6,22,19,1,5,0,0
2019,1714,VILA REAL,VILA REAL,101,28.2,97.4,0.7,126.3,,,,,86,13,0,2,0,0,0,0,2,24,48,0,13,14,0
2019,1801,VISEU,ARMAMAR,9,0.4,1.6,0.0,2.0,,,,,9,0,0,0,0,0,0,0,0,5,1,0,3,0,0
2019,1802,VISEU,CARREGAL DO SAL,8,0.3,1.2,0.0,1.4,,,,,8,0,0,0,0,0,0,0,0,3,2,0,3,0,0
2019,1803,VISEU,CASTRO DAIRE,99,250.9,786.4,0.0,1037.3,,,,,64,25,4,4,0,2,0,0,5,64,20,1,9,0,1
2019,1804,VISEU,CINFÃES,70,139.0,277.2,0.0,416.2,,,,,51,13,1,2,2,1,0,0,1,42,22,3,2,0,2
2019,1805,VISEU,LAMEGO,48,1.6,88.7,0.0,90.3,,,,,43,3,0,2,0,0,0,0,0,28,19,1,0,0,0
2019,1806,VISEU,MANGUALDE,31,0.3,3.5,0.0,3.8,,,,,31,0,0,0,0,0,0,0,3,16,10,0,2,0,0
2019,1807,VISEU,MOIMENTA DA BEIRA,25,1.5,5.2,0.0,6.6,,,,,22,3,0,0,0,0,0,0,3,14,8,0,0,0,0
2019,1808,VISEU,MORTÁGUA,9,0.0,0.6,0.0,0.6,,,,,9,0,0,0,0,0,0,0,0,1,3,0,5,0,0
2019,1809,VISEU,NELAS,46,18.9,11.4,0.0,30.4,,,,,41,4,1,0,0,0,0,0,0,8,32,2,4,0,0
2019,1810,VISEU,OLIVEIRA DE FRADES,10,0.5,0.4,0.0,0.9,,,,,10,0,0,0,0,0,0,0,0,3,5,0,2,0,0
2019,1811,VISEU,PENALVA DO CASTELO,20,23.8,104.7,0.0,128.5,,,,,18,1,0,0,0,1,0,0,2,2,13,1,2,0,0
2019,1812,VISEU,PENEDONO,31,0.8,8.5,0.0,9.3,,,,,30,1,0,0,0,0,0,0,4,10,16,1,0,0,0
2019,1813,VISEU,RESENDE,37,1.3,44.2,0.0,45.4,,,,,31,4,1,1,0,0,0,0,0,21,11,5,0,0,0
2019,1814,VISEU,SANTA COMBA DÃO,10,0.1,0.1,0.0,0.2,,,,,10,0,0,0,0,0,0,0,0,6,2,1,1,0,0
2019,1815,VISEU,SÃO JOÃO DA PESQUEIRA,38,0.3,11.1,0.0,11.4,,,,,36,2,0,0,0,0,0,0,3,14,15,6,0,0,0
2019,1816,VISEU,SÃO PEDRO DO SUL,17,2.3,0.5,0.0,2.8,,,,,16,1,0,0,0,0,0,0,0,9,5,1,2,0,0
2019,1817,VISEU,SÁTÃO,26,10.6,114.1,0.0,124.7,,,,,23,2,0,0,0,1,0,0,1,12,10,1,2,0,0
2019,1818,VISEU,SERNANCELHE,49,200.0,684.2,0.0,884.2,,,,,37,9,1,0,1,0,1,0,5,10,27,7,0,0,1
2019,1819,VISEU,TABUAÇO,14,17.1,158.4,0.0,175.5,,,,,12,1,0,0,0,1,0,0,0,13,0,1,0,0,1
2019,1820,VISEU,TAROUCA,27,1.3,66.5,0.0,67.8,,,,,20,6,0,1,0,0,0,0,0,18,8,0,1,0,0
2019,1821,VISEU,TONDELA,24,3.0,1.4,0.0,4.4,,,,,23,1,0,0,0,0,0,0,1,17,1,3,2,0,0
2019,1822,VISEU,VILA NOVA DE PAIVA,34,4.1,32.1,0.0,36.2,,,,,27,7,0,0,0,0,0,0,1,20,5,0,8,0,0
2019,1823,VISEU,VISEU,77,3.8,8.8,0.0,12.6,,,,,76,1,0,0,0,0,0,0,3,19,21,4,30,0,0
2019,1824,VISEU,VOUZELA,17,1.8,2.9,0.0,4.8,,,,,15,2,0,0,0,0,0,0,0,3,11,0,3,0,0
2020,101,AVEIRO,ÁGUEDA,30,318.7,5.4,0.9,325.0,,,,,30,0,0,0,0,0,0,0,0,4,16,0,10,0,0
2020,102,AVEIRO,ALBERGARIA-A-VELHA,55,92.8,0.9,0.6,94.4,,,,,52,2,0,0,1,0,0,0,0,1,19,0,35,0,0
2020,103,AVEIRO,ANADIA,16,1.4,0.8,1.3,3.4,,,,,15,1,0,0,0,0,0,0,0,4,2,0,10,0,0
2020,104,AVEIRO,AROUCA,51,111.8,545.1,12.6,669.5,,,,,37,9,2,2,0,0,1,0,0,34,2,3,12,0,1
2020,105,AVEIRO,AVEIRO,50,2.2,0.4,0.6,3.2,,,,,50,0,0,0,0,0,0,0,0,13,1,10,26,0,0
2020,106,AVEIRO,CASTELO DE PAIVA,29,0.0,2.6,0.0,2.6,,,,,29,0,0,0,0,0,0,0,0,14,0,0,15,0,0
2020,107,AVEIRO,ESPINHO,10,0.0,0.3,0.1,0.3,,,,,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2020,108,AVEIRO,ESTARREJA,20,1.7,3.3,0.7,5.7,,,,,18,2,0,0,0,0,0,0,0,1,2,0,17,0,0
2020,109,AVEIRO,SANTA MARIA DA FEIRA,124,12.3,6.7,0.1,19.1,,,,,120,4,0,0,0,0,0,0,0,50,13,12,49,0,0
2020,110,AVEIRO,ÍLHAVO,16,1.3,0.3,1.8,3.3,,,,,14,2,0,0,0,0,0,0,0,9,0,1,6,0,0
2020,111,AVEIRO,MEALHADA,13,1.6,0.5,0.1,2.2,,,,,13,0,0,0,0,0,0,0,0,2,0,1,10,0,0
2020,112,AVEIRO,MURTOSA,11,0.0,0.1,0.9,1.1,,,,,11,0,0,0,0,0,0,0,0,0,1,0,10,0,0
2020,113,AVEIRO,OLIVEIRA DE AZEMÉIS,59,60.4,32.4,0.1,92.9,,,,,51,4,2,2,0,0,0,0,0,19,5,4,31,0,0
2020,114,AVEIRO,OLIVEIRA DO BAIRRO,42,2.6,0.8,1.2,4.6,,,,,42,0,0,0,0,0,0,0,0,5,14,2,21,0,0
2020,115,AVEIRO,OVAR,42,0.1,4.3,0.2,4.6,,,,,41,1,0,0,0,0,0,0,0,5,8,3,26,0,1
2020,116,AVEIRO,SÃO JOÃO DA MADEIRA,4,0.0,0.0,0.0,0.0,,,,,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0
2020,117,AVEIRO,SEVER DO VOUGA,30,849.2,136.5,20.3,1006.0,,,,,28,1,0,1,0,0,0,0,0,7,12,4,7,0,0
2020,118,AVEIRO,VAGOS,8,0.7,0.1,0.1,1.0,,,,,8,0,0,0,0,0,0,0,0,6,0,0,2,0,0
2020,119,AVEIRO,VALE DE CAMBRA,43,55.1,20.9,0.4,76.4,,,,,41,1,0,0,1,0,0,0,0,10,1,5,27,0,0
2020,201,BEJA,ALJUSTREL,16,0.0,0.0,120.9,120.9,,,,,15,0,0,0,0,1,0,0,0,5,0,0,11,0,0
2020,202,BEJA,ALMODÔVAR,18,0.0,4.8,14.6,19.5,,,,,13,5,0,0,0,0,0,0,0,12,6,0,0,0,0
2020,203,BEJA,ALVITO,8,0.0,1.9,20.0,21.9,,,,,4,3,1,0,0,0,0,0,0,3,2,0,3,0,0
2020,204,BEJA,BARRANCOS,1,0.0,0.0,0.1,0.1,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,205,BEJA,BEJA,56,0.0,0.0,96.6,96.6,,,,,43,11,1,1,0,0,0,0,0,10,29,0,17,0,0
2020,206,BEJA,CASTRO VERDE,6,0.0,0.0,2389.4,2389.4,,,,,3,2,0,0,0,0,0,1,0,6,0,0,0,0,0
2020,207,BEJA,CUBA,8,0.1,0.0,5.0,5.1,,,,,7,1,0,0,0,0,0,0,0,4,1,0,3,0,0
2020,208,BEJA,FERREIRA DO ALENTEJO,15,0.0,2.3,5.2,7.5,,,,,12,3,0,0,0,0,0,0,0,5,0,0,10,0,0
2020,209,BEJA,MÉRTOLA,18,0.1,0.0,10.2,10.3,,,,,13,5,0,0,0,0,0,0,0,6,10,0,2,0,0
2020,210,BEJA,MOURA,19,0.3,0.0,10.6,10.9,,,,,18,1,0,0,0,0,0,0,0,9,7,0,3,0,0
2020,211,BEJA,ODEMIRA,39,103.8,2.2,13.7,119.6,,,,,31,6,0,1,1,0,0,0,0,29,3,0,7,0,0
2020,212,BEJA,OURIQUE,15,3.8,2.3,4.3,10.3,,,,,10,5,0,0,0,0,0,0,0,8,1,0,6,0,0
2020,213,BEJA,SERPA,16,6.1,0.0,33.7,39.8,,,,,8,6,2,0,0,0,0,0,0,11,0,0,5,0,0
2020,214,BEJA,VIDIGUEIRA,12,0.0,0.0,1.1,1.1,,,,,12,0,0,0,0,0,0,0,0,2,6,0,4,0,0
2020,301,BRAGA,AMARES,18,3.6,1.3,1.0,5.9,,,,,15,3,0,0,0,0,0,0,0,3,7,2,6,0,0
2020,302,BRAGA,BARCELOS,49,15.9,3.5,0.1,19.6,,,,,46,3,0,0,0,0,0,0,0,25,16,5,3,0,0
2020,303,BRAGA,BRAGA,70,77.9,36.7,0.5,115.2,,,,,64,3,1,1,1,0,0,0,0,1,7,3,59,0,0
2020,304,BRAGA,CABECEIRAS DE BASTO,84,119.3,481.3,8.7,609.3,,,,,61,15,1,5,1,1,0,0,1,14,46,17,6,0,0
2020,305,BRAGA,CELORICO DE BASTO,138,481.4,178.3,18.9,678.6,,,,,96,34,1,5,1,1,0,0,0,5,104,23,6,0,0
2020,306,BRAGA,ESPOSENDE,6,0.0,0.1,0.1,0.2,,,,,6,0,0,0,0,0,0,0,0,4,1,0,1,0,0
2020,307,BRAGA,FAFE,73,227.5,435.7,19.1,682.3,,,,,50,17,2,2,0,1,1,0,0,5,49,9,10,0,0
2020,308,BRAGA,GUIMARÃES,95,14.1,15.5,0.8,30.4,,,,,86,9,0,0,0,0,0,0,0,25,13,3,54,0,0
2020,309,BRAGA,PÓVOA DE LANHOSO,72,94.7,128.3,8.6,231.6,,,,,52,14,4,1,1,0,0,0,0,59,6,0,7,0,0
2020,310,BRAGA,TERRAS DE BOURO,34,9.5,30.3,2.0,41.8,,,,,25,8,1,0,0,0,0,0,0,14,17,3,0,0,1
2020,311,BRAGA,VIEIRA DO MINHO,52,51.5,124.0,3.2,178.7,,,,,37,11,1,3,0,0,0,0,0,25,18,4,5,0,0
2020,312,BRAGA,VILA NOVA DE FAMALICÃO,65,14.9,10.9,0.3,26.0,,,,,59,6,0,0,0,0,0,0,0,30,17,12,6,0,0
2020,313,BRAGA,VILA VERDE,196,231.5,563.2,9.3,803.9,,,,,156,26,4,6,2,2,0,0,0,4,68,12,112,0,2
2020,314,BRAGA,VIZELA,17,1.3,1.9,0.1,3.2,,,,,16,1,0,0,0,0,0,0,0,4,2,0,11,0,0
2020,401,BRAGANÇA,ALFÂNDEGA DA FÉ,21,18.6,125.9,10.4,154.9,,,,,16,3,0,0,2,0,0,0,0,2,14,2,1,2,0
2020,402,BRAGANÇA,BRAGANÇA,38,2.4,35.0,6.3,43.7,,,,,28,9,1,0,0,0,0,0,3,16,0,0,18,1,0
2020,403,BRAGANÇA,CARRAZEDA DE ANSIÃES,11,10.7,6.6,0.9,18.2,,,,,8,2,1,0,0,0,0,0,1,3,2,2,2,1,0
2020,404,BRAGANÇA,FREIXO DE ESPADA À CINTA,9,0.0,21.7,1.5,23.1,,,,,7,1,1,0,0,0,0,0,0,6,0,0,0,3,0
2020,405,BRAGANÇA,MACEDO DE CAVALEIROS,17,5.5,49.6,0.0,55.1,,,,,11,4,1,1,0,0,0,0,0,8,6,0,1,2,0
2020,406,BRAGANÇA,MIRANDA DO DOURO,9,12.7,7.4,28.6,48.8,,,,,5,3,0,1,0,0,0,0,0,9,0,0,0,0,0
2020,407,BRAGANÇA,MIRANDELA,42,43.8,468.7,110.3,622.8,,,,,33,6,1,0,0,2,0,0,1,24,5,2,9,1,0
2020,408,BRAGANÇA,MOGADOURO,20,6.1,22.5,3.3,31.9,,,,,9,11,0,0,0,0,0,0,2,12,1,1,2,2,0
2020,409,BRAGANÇA,TORRE DE MONCORVO,18,136.7,2871.7,36.5,3044.9,,,,,11,4,0,0,1,1,0,1,3,4,9,1,0,1,0
2020,410,BRAGANÇA,VILA FLOR,19,100.3,167.2,31.9,299.5,,,,,15,1,0,1,1,1,0,0,0,4,4,1,8,2,0
2020,411,BRAGANÇA,VIMIOSO,15,1.3,34.9,0.8,37.1,,,,,9,5,1,0,0,0,0,0,2,13,0,0,0,0,0
2020,412,BRAGANÇA,VINHAIS,44,390.1,1873.3,38.4,2301.8,,,,,23,15,0,3,0,1,1,1,2,20,2,5,13,2,0
2020,501,CASTELO BRANCO,BELMONTE,11,16.4,8.5,2.6,27.6,,,,,9,1,0,1,0,0,0,0,1,6,0,0,4,0,0
2020,502,CASTELO BRANCO,CASTELO BRANCO,88,1213.5,508.4,92.9,1814.8,,,,,74,10,1,1,1,1,0,0,13,18,31,0,26,0,0
2020,503,CASTELO BRANCO,COVILHÃ,57,928.3,417.8,52.5,1398.6,,,,,52,2,0,0,1,1,0,1,0,15,10,0,32,0,3
2020,504,CASTELO BRANCO,FUNDÃO,43,1062.0,197.7,24.6,1284.3,,,,,36,5,0,0,0,1,1,0,2,5,26,0,10,0,2
2020,505,CASTELO BRANCO,IDANHA-A-NOVA,28,203.1,203.6,229.0,635.8,,,,,23,4,0,0,0,0,1,0,3,10,10,0,5,0,0
2020,506,CASTELO BRANCO,OLEIROS,14,9388.9,2308.4,385.9,12083.3,,,,,11,2,0,0,0,0,0,1,0,4,8,0,2,0,1
2020,507,CASTELO BRANCO,PENAMACOR,16,8.4,14.4,3.9,26.6,,,,,10,5,1,0,0,0,0,0,0,6,9,0,0,1,0
2020,508,CASTELO BRANCO,PROENÇA-A-NOVA,7,2826.2,399.0,170.2,3395.5,,,,,6,0,0,0,0,0,0,1,1,4,1,0,1,0,1
2020,509,CASTELO BRANCO,SERTÃ,23,2802.6,704.4,165.3,3672.3,,,,,21,1,0,1,0,0,0,0,2,11,1,0,9,0,0
2020,510,CASTELO BRANCO,VILA DE REI,5,11.1,2.0,1.4,14.5,,,,,4,0,1,0,0,0,0,0,1,2,2,0,0,0,0
2020,511,CASTELO BRANCO,VILA VELHA DE RÓDÃO,13,9.2,0.1,1.2,10.5,,,,,10,3,0,0,0,0,0,0,5,4,2,0,2,0,0
2020,601,COIMBRA,ARGANIL,8,3.6,0.4,0.0,4.1,,,,,6,2,0,0,0,0,0,0,0,5,3,0,0,0,0
2020,602,COIMBRA,CANTANHEDE,25,2.5,4.1,1.9,8.5,,,,,21,4,0,0,0,0,0,0,0,7,12,1,5,0,0
2020,603,COIMBRA,COIMBRA,48,5.9,4.4,1.7,11.9,,,,,46,2,0,0,0,0,0,0,0,14,25,2,7,0,0
2020,604,COIMBRA,CONDEIXA-A-NOVA,6,2.5,2.0,0.0,4.6,,,,,5,1,0,0,0,0,0,0,0,3,2,1,0,0,0
2020,605,COIMBRA,FIGUEIRA DA FOZ,43,0.7,0.5,3.9,5.1,,,,,42,1,0,0,0,0,0,0,0,21,21,1,0,0,0
2020,606,COIMBRA,GÓIS,13,1.2,0.7,0.0,1.9,,,,,12,1,0,0,0,0,0,0,0,2,9,0,2,0,0
2020,607,COIMBRA,LOUSÃ,7,0.7,2.3,0.0,2.9,,,,,6,1,0,0,0,0,0,0,1,3,1,0,2,0,0
2020,608,COIMBRA,MIRA,11,1.0,0.5,0.4,1.9,,,,,11,0,0,0,0,0,0,0,0,8,1,0,2,0,0
2020,609,COIMBRA,MIRANDA DO CORVO,7,0.6,0.0,0.1,0.7,,,,,7,0,0,0,0,0,0,0,0,4,1,0,2,0,0
2020,610,COIMBRA,MONTEMOR-O-VELHO,12,5.5,2.4,0.7,8.5,,,,,11,1,0,0,0,0,0,0,0,4,8,0,0,0,0
2020,611,COIMBRA,OLIVEIRA DO HOSPITAL,6,1.3,2.6,0.1,3.9,,,,,4,2,0,0,0,0,0,0,0,5,1,0,0,0,0
2020,612,COIMBRA,PAMPILHOSA DA SERRA,4,164.1,16.6,0.0,180.7,,,,,2,0,1,0,0,1,0,0,1,2,1,0,0,0,0
2020,613,COIMBRA,PENACOVA,5,0.8,0.8,0.0,1.5,,,,,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2020,614,COIMBRA,PENELA,8,0.1,0.0,0.5,0.6,,,,,8,0,0,0,0,0,0,0,1,0,3,0,4,0,0
2020,615,COIMBRA,SOURE,12,0.0,0.1,0.1,0.2,,,,,12,0,0,0,0,0,0,0,1,10,1,0,0,0,0
2020,616,COIMBRA,TÁBUA,14,0.2,0.0,1.9,2.2,,,,,14,0,0,0,0,0,0,0,0,8,6,0,0,0,0
2020,617,COIMBRA,VILA NOVA DE POIARES,1,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,701,ÉVORA,ALANDROAL,10,27.3,2.9,16.3,46.6,,,,,7,0,2,1,0,0,0,0,0,5,0,0,5,0,0
2020,702,ÉVORA,ARRAIOLOS,10,0.0,0.0,2.7,2.7,,,,,9,1,0,0,0,0,0,0,0,6,0,0,4,0,0
2020,703,ÉVORA,BORBA,12,0.0,0.0,3.4,3.4,,,,,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2020,704,ÉVORA,ESTREMOZ,27,0.6,0.0,36.1,36.7,,,,,22,4,0,1,0,0,0,0,1,6,0,0,20,0,0
2020,705,ÉVORA,ÉVORA,28,0.0,25.2,13.7,38.9,,,,,22,5,0,1,0,0,0,0,1,10,0,0,17,0,0
2020,706,ÉVORA,MONTEMOR-O-NOVO,13,11.8,9.0,9.7,30.4,,,,,8,4,1,0,0,0,0,0,0,8,0,0,5,0,0
2020,707,ÉVORA,MORA,2,0.7,6.5,14.3,21.5,,,,,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2020,708,ÉVORA,MOURÃO,7,0.0,0.0,9.9,9.9,,,,,6,1,0,0,0,0,0,0,0,1,0,0,6,0,0
2020,709,ÉVORA,PORTEL,6,0.0,0.0,2.9,2.9,,,,,5,1,0,0,0,0,0,0,0,2,0,0,4,0,0
2020,710,ÉVORA,REDONDO,14,0.1,0.0,5.0,5.1,,,,,13,1,0,0,0,0,0,0,0,3,0,0,11,0,0
2020,711,ÉVORA,REGUENGOS DE MONSARAZ,23,0.0,0.0,44.9,44.9,,,,,18,4,0,1,0,0,0,0,0,6,2,0,15,0,0
2020,712,ÉVORA,VENDAS NOVAS,1,0.0,0.0,0.1,0.1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,713,ÉVORA,VIANA DO ALENTEJO,5,11.9,0.0,0.8,12.7,,,,,4,0,1,0,0,0,0,0,0,1,0,0,4,0,0
2020,714,ÉVORA,VILA VIÇOSA,9,0.0,0.0,1.4,1.4,,,,,9,0,0,0,0,0,0,0,0,2,0,0,7,0,0
2020,801,FARO,ALBUFEIRA,9,0.0,0.0,0.3,0.3,,,,,9,0,0,0,0,0,0,0,0,2,0,0,7,0,0
2020,802,FARO,ALCOUTIM,6,0.7,5.5,2.7,8.8,,,,,3,3,0,0,0,0,0,0,0,1,0,0,5,0,0
2020,803,FARO,ALJEZUR,11,7.0,10.6,0.2,17.8,,,,,9,1,0,0,0,0,0,1,0,9,2,0,0,0,1
2020,804,FARO,CASTRO MARIM,11,0.0,2.4,0.3,2.7,,,,,10,1,0,0,0,0,0,0,0,3,2,0,6,0,0
2020,805,FARO,FARO,22,0.0,1.6,10.3,11.9,,,,,20,2,0,0,0,0,0,0,0,10,2,0,10,0,0
2020,806,FARO,LAGOA,4,0.0,4.6,0.0,4.6,,,,,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0
2020,807,FARO,LAGOS,22,425.1,68.7,6.2,500.0,,,,,19,3,0,0,0,0,0,0,0,16,5,0,1,0,0
2020,808,FARO,LOULÉ,24,0.0,5.1,0.5,5.7,,,,,23,1,0,0,0,0,0,0,0,11,4,0,9,0,0
2020,809,FARO,MONCHIQUE,8,0.0,1.5,0.0,1.5,,,,,7,1,0,0,0,0,0,0,0,7,1,0,0,0,0
2020,810,FARO,OLHÃO,7,0.0,0.0,0.9,0.9,,,,,7,0,0,0,0,0,0,0,0,2,1,0,4,0,0
2020,811,FARO,PORTIMÃO,16,0.0,0.7,0.0,0.7,,,,,16,0,0,0,0,0,0,0,0,7,8,0,1,0,0
2020,812,FARO,SÃO BRÁS DE ALPORTEL,9,0.0,0.4,0.0,0.4,,,,,9,0,0,0,0,0,0,0,0,5,1,0,3,0,0
2020,813,FARO,SILVES,25,417.0,123.3,1.6,541.9,,,,,22,2,0,0,0,0,1,0,0,14,1,0,10,0,0
2020,814,FARO,TAVIRA,21,0.0,8.7,0.4,9.1,,,,,19,2,0,0,0,0,0,0,0,6,8,0,7,0,0
2020,815,FARO,VILA DO BISPO,3,1203.2,560.1,66.5,1829.8,,,,,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0
2020,816,FARO,VILA REAL DE SANTO ANTÓNIO,11,0.0,0.3,0.0,0.3,,,,,11,0,0,0,0,0,0,0,0,2,0,0,9,0,0
2020,901,GUARDA,AGUIAR DA BEIRA,9,9.8,14.8,0.4,25.0,,,,,8,0,0,1,0,0,0,0,1,3,3,0,2,0,1
